task_id,issue_type,story_points,priority,team,current_stage,previous_stages_count,num_dependencies,entered_stage_date,next_stage_date,days_in_stage
T-0930,Feature,1,Medium,Team A,Testing,3,5,2024-03-16,2024-03-21,4.9
T-0931,Feature,3,Medium,Team C,In Progress,3,1,2024-05-21,2024-05-29,7.56
T-0932,Task,3,Medium,Team A,In Progress,0,4,2024-03-29,2024-04-05,7.21
T-0933,Spike,3,Low,Team B,Testing,3,1,2024-03-12,2024-03-22,10.22
T-0934,Bug,5,Medium,Team A,In Progress,0,0,2024-03-08,2024-03-14,6.03
T-0935,Feature,5,High,Team A,In Progress,3,3,2024-06-04,2024-06-11,6.58
T-0936,Feature,8,Low,Team B,In Progress,1,2,2024-05-17,2024-06-01,14.6
T-0937,Feature,2,High,Team B,Testing,1,3,2024-04-24,2024-04-29,5.42
T-0938,Spike,8,Medium,Team A,In Progress,0,5,2024-02-26,2024-03-09,12.5
T-0939,Feature,3,Critical,Team A,In Review,2,1,2024-03-06,2024-03-07,1.4
T-0940,Bug,1,Low,Team B,In Review,1,5,2024-03-30,2024-04-02,3.48
T-0941,Feature,1,Medium,Team C,In Progress,0,2,2024-02-19,2024-02-23,4.33
T-0942,Bug,2,Medium,Team C,In Progress,3,5,2024-01-14,2024-01-22,7.66
T-0943,Bug,5,Medium,Team A,In Review,3,4,2024-01-16,2024-01-20,4.47
T-0944,Task,5,High,Team A,In Progress,0,3,2024-06-19,2024-06-24,5.15
T-0945,Feature,5,High,Team A,In Review,2,2,2024-02-11,2024-02-14,3.41
T-0946,Feature,3,Low,Team A,Testing,0,2,2024-04-19,2024-04-25,6.26
T-0947,Feature,3,Medium,Team B,In Progress,0,2,2024-01-22,2024-01-29,6.72
T-0948,Spike,1,Medium,Team B,In Review,1,0,2024-03-08,2024-03-11,3.22
T-0949,Task,2,Medium,Team A,In Review,0,3,2024-01-19,2024-01-22,3.06
T-0950,Bug,3,High,Team A,In Review,0,5,2024-03-06,2024-03-10,4.07
T-0951,Bug,1,High,Team A,In Progress,3,2,2024-06-15,2024-06-19,3.63
T-0952,Bug,2,Medium,Team C,Backlog,1,3,2024-03-13,2024-03-16,2.54
T-0953,Feature,3,High,Team C,In Progress,3,2,2024-05-26,2024-05-31,4.86
T-0954,Spike,5,Medium,Team A,In Progress,3,4,2024-05-23,2024-06-02,9.88
T-0955,Bug,13,High,Team A,In Progress,2,4,2024-02-23,2024-03-03,8.99
T-0956,Feature,8,Medium,Team C,In Review,2,4,2024-06-01,2024-06-05,4.46
T-0957,Bug,5,High,Team C,In Progress,1,1,2024-04-21,2024-04-26,5.27
T-0958,Feature,3,High,Team B,In Progress,1,2,2024-01-18,2024-01-23,5.41
T-0959,Feature,5,Medium,Team A,Backlog,2,1,2024-05-30,2024-06-05,5.84
T-0960,Task,5,High,Team A,In Review,2,3,2024-04-26,2024-05-01,4.79
T-0961,Feature,1,Low,Team B,In Progress,2,1,2024-03-25,2024-04-03,8.96
T-0962,Bug,3,Medium,Team A,Backlog,2,3,2024-05-18,2024-05-23,5.03
T-0963,Feature,8,Medium,Team A,In Progress,2,3,2024-02-08,2024-02-20,12.03
T-0964,Feature,3,Critical,Team B,In Review,3,3,2024-04-14,2024-04-18,3.74
T-0965,Feature,3,High,Team A,In Progress,1,5,2024-03-08,2024-03-15,6.94
T-0966,Feature,3,High,Team C,Backlog,3,1,2024-01-25,2024-01-29,3.76
T-0967,Task,2,High,Team A,Testing,3,5,2024-06-06,2024-06-10,4.45
T-0968,Feature,3,Medium,Team A,In Review,0,2,2024-06-21,2024-06-24,3.2
T-0969,Bug,2,High,Team B,Testing,3,1,2024-05-02,2024-05-05,3.35
T-0970,Bug,1,Medium,Team A,In Progress,2,2,2024-04-30,2024-05-05,5.14
T-0971,Bug,1,Medium,Team C,In Progress,2,2,2024-03-01,2024-03-06,5.0
T-0972,Spike,8,Low,Team B,In Review,0,3,2024-04-09,2024-04-16,6.82
T-0973,Task,2,High,Team A,In Progress,0,1,2024-02-20,2024-02-25,5.41
T-0974,Feature,3,High,Team B,In Review,0,2,2024-04-07,2024-04-10,3.33
T-0975,Feature,2,Medium,Team A,In Progress,0,4,2024-05-16,2024-05-23,6.55
T-0976,Feature,8,Low,Team C,In Progress,0,2,2024-01-02,2024-01-13,11.33
T-0977,Bug,2,High,Team A,Backlog,3,4,2024-01-05,2024-01-10,4.56
T-0978,Feature,3,Low,Team B,Backlog,0,1,2024-06-28,2024-07-04,5.69
T-0979,Bug,8,High,Team A,Backlog,3,5,2024-03-26,2024-04-01,5.95
T-0980,Bug,8,Critical,Team B,Backlog,1,1,2024-05-12,2024-05-15,2.82
T-0981,Feature,2,Medium,Team C,Testing,0,5,2024-03-08,2024-03-15,7.2
T-0982,Task,8,Medium,Team C,Backlog,0,5,2024-01-09,2024-01-16,7.04
T-0983,Feature,3,High,Team A,In Progress,3,1,2024-04-02,2024-04-07,4.69
T-0984,Feature,3,High,Team A,In Review,1,2,2024-05-29,2024-06-04,5.62
T-0985,Task,1,Medium,Team C,In Progress,3,0,2024-06-03,2024-06-07,4.38
T-0986,Bug,1,Critical,Team C,Backlog,3,2,2024-05-17,2024-05-19,2.05
T-0987,Bug,5,Low,Team A,In Review,0,2,2024-05-04,2024-05-08,3.89
T-0988,Bug,3,Medium,Team B,In Progress,2,3,2024-03-01,2024-03-07,6.49
T-0989,Feature,3,High,Team A,In Review,2,3,2024-02-20,2024-02-23,3.24
T-0990,Task,5,High,Team C,In Review,3,2,2024-01-10,2024-01-11,1.22
T-0991,Task,5,Low,Team A,Testing,0,4,2024-05-13,2024-05-21,8.36
T-0992,Bug,2,High,Team A,In Progress,1,5,2024-03-02,2024-03-06,4.0
T-0993,Feature,5,Medium,Team C,In Progress,2,3,2024-04-22,2024-04-30,8.01
T-0994,Bug,1,Medium,Team A,In Progress,1,2,2024-05-12,2024-05-17,5.34
T-0995,Feature,5,Low,Team B,Backlog,2,0,2024-05-01,2024-05-09,7.98
T-0996,Feature,5,High,Team B,In Review,0,4,2024-05-02,2024-05-06,3.76
T-0997,Spike,13,Low,Team A,Backlog,3,1,2024-03-03,2024-03-15,12.44
T-0998,Feature,1,Medium,Team A,In Progress,1,2,2024-04-20,2024-04-27,7.47
T-0999,Spike,1,Medium,Team B,In Review,1,2,2024-03-29,2024-04-02,4.06
T-1000,Bug,2,High,Team A,In Progress,3,5,2024-02-20,2024-02-24,4.5
